pattern	regex->SR (milliseconds)	SR->NCA (milliseconds)	|NCA|	regex->NFA (milliseconds)	NFA->DFA (milliseconds)	DFA->min (milliseconds)	|NFA|	|DFA|	|min|
^\s*\(?(020[7,8]{1}\)?[ ]?[1-9]{1}[0-9{2}[ ]?[0-9]{4})|(0[1-8]{1}[0-9]{3}\)?[ ]?[1-9]{1}[0-9]{2}[ ]?[0-9]{3})\s*$	1.33358	0.17266	19	0.19795	10.92233	1.75615	38	172	172
^(((0[1-9]|[12]\d|3[01])\/(0[13578]|1[02])\/(\d{2}))|((0[1-9]|[12]\d|30)\/(0[13456789]|1[012])\/(\d{2}))|((0[1-9]|1\d|2[0-8])\/02\/(\d{2}))|(29\/02\/((0[48]|[2468][048]|[13579][26])|(00))))$	4.80236	0.19194	34	0.60608	0.45973	0.4263	41	37	27
([\(]?(?<AreaCode>[0-9]{3})[\)]?)?[ \.\-]?(?<Exchange>[0-9]{3})[ \.\-](?<Number>[0-9]{4})	0.28508	0.04346	6	0.10645	0.62514	0.26261	19	22	9
(?<Telephone>([0-9]|[ ]|[-]|[\(]|[\)]|ext.|[,])+)([ ]|[:]|\t|[-])*(?<Where>Home|Office|Work|Away|Fax|FAX|Phone)|(?<Where>Home|Office|Work|Away|Fax|FAX|Phone|Daytime|Evening)([ ]|[:]|\t|[-])*(?<Telephone>([0-9]|[ ]|[-]|[\(]|[\)]|ext.|[,])+)|(?<Telephone>([(]([0-9]){3}[)]([ ])?([0-9]){3}([ ]|-)([0-9]){4}))	7.24618	0.74456	67	0.50915	105.58368	1.70387	111	82	82
(^\d{5}$)|(^\d{5}-\d{4}$)	1.28182	0.01905	4	0.07635	0.09472	0.13052	15	11	11
^(\(?\d\d\d\)?)?( |-|\.)?\d\d\d( |-|\.)?\d{4,4}(( |-|\.)?[ext\.]+ ?\d+)?$	2.16779	0.09967	15	0.1351	0.39072	0.34017	26	28	27
^[A-Za-z]{6}[0-9]{2}[A-Za-z]{1}[0-9]{2}[A-Za-z]{1}[0-9]{3}[A-Za-z]{1}$	0.18431	0.02406	6	0.09625	0.00013	0.32134	17	17	17
^([\s\S]){1,20}([\s\.])	0.25831	0.01054	3	0.21128	6.42537	0.1632	212	41	22
^[0-9]{5}([- /]?[0-9]{4})?$	0.136	0.01746	3	0.04621	0.11366	0.10168	12	11	11
^(1\s*[-\/\.]?)?(\((\d{3})\)|(\d{3}))\s*[-\/\.]?\s*(\d{3})\s*[-\/\.]?\s*(\d{4})\s*(([xX]|[eE][xX][tT])\.?\s*(\d+))*$	3.25213	0.40275	17	0.29876	0.59664	0.50219	35	39	34
(\d{6}[-\s]?\d{12})|(\d{4}[-\s]?\d{4}[-\s]?\d{4}[-\s]?\d{4})	4.1069	0.08762	8	0.09094	2.70371	0.20867	47	41	41
^[0-9]{5}([\s-]{1}[0-9]{4})?$	0.77343	0.0327	3	0.01467	7E-05	0.04219	11	11	11
^\d{5}(\d{3})?$	2.02705	0.02303	3	0.00961	2E-05	0.03018	9	9	9
(\d{4,6})	1.85437	0.0042	1	0.00948	0.09183	0.03153	9	12	5
\d{1,3}.?\d{0,3}\s[a-zA-Z]{2,30}\s[a-zA-Z]{2,15}	2.82266	0.02744	5	0.05193	0.84548	0.42089	61	99	38
(?<FirstName>[A-Z]\.?\w*\-?[A-Z]?\w*)\s?(?<MiddleName>[A-Z]\w+|[A-Z]?\.?)\s(?<LastName>(?:[A-Z]\w{1,3}|St\.\s)?[A-Z]\w+\-?[A-Z]?\w*)(?:,\s|)(?<Suffix>Jr\.|Sr\.|IV|III|II|)	41.63601	0.57953	28	0.19923	104.92216	15.80981	58	2312	9
(?<FirstName>[A-Z]\.?\w*\-?[A-Z]?\w*)\s?(?<MiddleName>[A-Z]\w+|[A-Z]?\.?)\s(?<LastName>[A-Z]?\w{0,3}[A-Z]\w+\-?[A-Z]?\w*)(?:,\s|)(?<Suffix>Jr\.|Sr\.|IV|III|II|)	39.28962	0.6827	24	0.25231	106.5576	14.0074	55	2439	12
^[-]?([1-9]{1}[0-9]{0,}(\.[0-9]{0,2})?|0(\.[0-9]{0,2})?|\.[0-9]{1,2})$	0.53026	0.07847	6	0.13038	0.18271	0.20448	15	13	8
^((\d{5}-\d{4})|(\d{5})|([AaBbCcEeGgHhJjKkLlMmNnPpRrSsTtVvXxYy]\d[A-Za-z]\s?\d[A-Za-z]\d))$	2.70965	0.03902	11	0.17859	0.19432	0.17792	22	17	16
^(((0[13578]|10|12)([-./])(0[1-9]|[12][0-9]|3[01])([-./])(\d{4}))|((0[469]|11)([-./])([0][1-9]|[12][0-9]|30)([-./])(\d{4}))|((02)([-./])(0[1-9]|1[0-9]|2[0-8])([-./])(\d{4}))|((02)(\.|-|\/)(29)([-./])([02468][048]00))|((02)([-./])(29)([-./])([13579][26]00))|((02)([-./])(29)([-./])([0-9][0-9][0][48]))|((02)([-./])(29)([-./])([0-9][0-9][2468][048]))|((02)([-./])(29)([-./])([0-9][0-9][13579][26])))$	9.93174	0.37473	64	0.98498	0.50278	0.88751	83	46	29
^([1-9]{1}[0-9]{3}[,]?)*([1-9]{1}[0-9]{3})$	0.35743	0.05594	4	0.05092	0.04935	0.03191	11	6	5
^\d{1,5}(\.\d{1,2})?$	1.74483	0.01926	3	0.01501	0.05829	0.06033	10	9	9
^(((0[1-9]|[12]\d|3[01])\/(0[13578]|1[02])\/((1[6-9]|[2-9]\d)\d{2}))|((0[1-9]|[12]\d|30)\/(0[13456789]|1[012])\/((1[6-9]|[2-9]\d)\d{2}))|((0[1-9]|1\d|2[0-8])\/02\/((1[6-9]|[2-9]\d)\d{2}))|(29\/02\/((1[6-9]|[2-9]\d)(0[48]|[2468][048]|[13579][26])|((16|[2468][048]|[3579][26])00))))$	6.60668	0.32232	44	0.50123	0.33016	0.31269	57	55	36
(\d{3}.?\d{3}.?\d{3}-?\d{2})	2.4882	0.04077	5	0.03121	0.46188	0.30514	19	53	25
^(3[0-1]|2[0-9]|1[0-9]|0[1-9])[\s{1}|\/|-](Jan|JAN|Feb|FEB|Mar|MAR|Apr|APR|May|MAY|Jun|JUN|Jul|JUL|Aug|AUG|Sep|SEP|Oct|OCT|Nov|NOV|Dec|DEC)[\s{1}|\/|-]\d{4}$	14.8593	0.53297	52	0.36321	0.28067	0.26978	61	41	40
^(([0]?[1-9]|1[0-2])/([0-2]?[0-9]|3[0-1])/[1-2]\d{3})? ?((([0-1]?\d)|(2[0-3])):[0-5]\d)?(:[0-5]\d)? ?(AM|am|PM|pm)?$	4.24764	0.48598	24	0.15464	0.59458	0.26167	37	30	28
^([\(]{1}[0-9]{3}[\)]{1}[ ]{1}[0-9]{3}[\-]{1}[0-9]{4})$	0.24025	0.01915	5	0.02847	6E-05	0.05162	15	15	15
^([a-zA-Z0-9]([a-zA-Z0-9\-]{0,61}[a-zA-Z0-9])?\.)+[a-zA-Z]{2,6}$	0.22627	0.03329	6	0.15924	2.52065	3.30587	139	256	132
^((\d{2}(([02468][048])|([13579][26]))[\-\/\s]?((((0?[13578])|(1[02]))[\-\/\s]?((0?[1-9])|([1-2][0-9])|(3[01])))|(((0?[469])|(11))[\-\/\s]?((0?[1-9])|([1-2][0-9])|(30)))|(0?2[\-\/\s]?((0?[1-9])|([1-2][0-9])))))|(\d{2}(([02468][1235679])|([13579][01345789]))[\-\/\s]?((((0?[13578])|(1[02]))[\-\/\s]?((0?[1-9])|([1-2][0-9])|(3[01])))|(((0?[469])|(11))[\-\/\s]?((0?[1-9])|([1-2][0-9])|(30)))|(0?2[\-\/\s]?((0?[1-9])|(1[0-9])|(2[0-8]))))))(\s(((0?[1-9])|(1[0-2]))\:([0-5][0-9])((\s)|(\:([0-5][0-9])\s))([AM|PM|am|pm]{2,2})))?$	13.14449	0.97846	42	0.77628	1.58253	1.01107	87	87	50
^[a-z0-9][a-z0-9_\.-]{0,}[a-z0-9]@[a-z0-9][a-z0-9_\.-]{0,}[a-z0-9][\.][a-z0-9]{2,4}$	0.76359	0.05194	7	0.05144	0.09763	0.06826	13	11	11
^[AaWaKkNn][a-zA-Z]?[0-9][a-zA-Z]{1,3}$	0.4688	0.02351	4	0.03033	0.04087	0.0377	8	7	7
(^[0-9]{1,8}|(^[0-9]{1,8}\.{0,1}[0-9]{1,2}))$	0.14887	0.02605	4	0.05912	0.12736	0.09194	22	13	12
[0-9]{1,3}\.[0-9]{1,3}\.[0-9]{1,3}\.[0-9]{1,3}	0.19322	0.01443	5	0.03853	0.25821	0.1961	21	30	12
[0-9A-Fa-f]{2}(\.?)[0-9A-Fa-f]{2}(\.?)[0-9A-Fa-f]{2}(\.?)[0-9A-Fa-f]{2}	0.21632	0.02901	5	0.05495	0.33942	0.22307	16	40	21
^((((((0?[13578])|(1[02]))[\-\/\s]?((0?[1-9])|([1-2][0-9])|(3[01])))|(((0?[469])|(11))[\-\/\s]?((0?[1-9])|([1-2][0-9])|(30)))|(0?2[\-\/\s]?((0?[1-9])|([1-2][0-9]))))[\-\/\s]?\d{2}(([02468][048])|([13579][26])))|(((((0?[13578])|(1[02]))[\-\/\s]?((0?[1-9])|([1-2][0-9])|(3[01])))|(((0?[469])|(11))[\-\/\s]?((0?[1-9])|([1-2][0-9])|(30)))|(0?2[\-\/\s]?((0?[1-9])|(1[0-9])|(2[0-8]))))[\-\/\s]?\d{2}(([02468][1235679])|([13579][01345789]))))(\s(((0?[1-9])|(1[0-2]))\:([0-5][0-9])((\s)|(\:([0-5][0-9])\s))([AM|PM|am|pm]{2,2})))?$	10.65136	1.02683	52	0.73103	1.4757	0.64979	87	77	62
(^\d{5}\x2D\d{3}$)	1.21324	0.01304	3	0.01147	8E-05	0.03612	10	10	10
(((0[1-9]|[12][0-9]|3[01])([/])(0[13578]|10|12)([/])(\d{4}))|(([0][1-9]|[12][0-9]|30)([/])(0[469]|11)([/])(\d{4}))|((0[1-9]|1[0-9]|2[0-8])([/])(02)([/])(\d{4}))|((29)(\.|-|\/)(02)([/])([02468][048]00))|((29)([/])(02)([/])([13579][26]00))|((29)([/])(02)([/])([0-9][0-9][0][48]))|((29)([/])(02)([/])([0-9][0-9][2468][048]))|((29)([/])(02)([/])([0-9][0-9][13579][26])))	8.78378	0.38456	68	0.52763	23.3702	1.18902	107	120	120
^(#){1}([a-fA-F0-9]){6}$	0.12713	0.00671	2	0.01945	8E-05	0.0231	8	8	8
^[1-9][0-9]{3}\s?[a-zA-Z]{2}$	0.40356	0.01483	3	0.01582	0.03418	0.02737	9	8	8
^[\w-\.]+@([\w-]+\.)+[\w-]{2,3}$	13.45848	0.04114	6	0.02545	0.05063	0.03752	13	9	8
^0(6[045679][0469]){1}(\-)?(1)?[^0\D]{1}\d{6}$	1.60381	0.04151	8	0.03224	0.07774	0.06413	16	20	20
^(((((0[13578])|([13578])|(1[02]))[\-\/\s]?((0[1-9])|([1-9])|([1-2][0-9])|(3[01])))|((([469])|(11))[\-\/\s]?((0[1-9])|([1-9])|([1-2][0-9])|(30)))|((02|2)[\-\/\s]?((0[1-9])|([1-9])|([1-2][0-9]))))[\-\/\s]?\d{4})(\s(((0[1-9])|([1-9])|(1[0-2]))\:([0-5][0-9])((\s)|(\:([0-5][0-9])\s))([AM|PM|am|pm]{2,2})))?$	6.56907	0.32058	28	0.3014	0.51008	0.37288	42	59	51
(\w[-._\w]*\w@\w[-._\w]*\w\.\w{2,3})	25.55765	0.09773	8	0.03374	0.1853	0.08232	13	19	9
^(.|\n){0,16}$	0.06728	0.01285	2	0.1225	1.98337	0.05176	136	17	17
^[a-zA-Z0-9]{1,20}$	0.29462	0.01716	2	0.01569	7E-05	0.1209	21	21	21
^(\d{5}((|-)-\d{4})?)|([A-Za-z]\d[A-Za-z][\s\.\-]?(|-)\d[A-Za-z]\d)|[A-Za-z]{1,2}\d{1,2}[A-Za-z]? \d[A-Za-z]{2}$	3.35747	0.08698	18	0.10767	1.27631	0.1297	40	24	24
^[A-Za-z0-9](([_\.\-]?[a-zA-Z0-9]+)*)@([A-Za-z0-9]+)(([\.\-]?[a-zA-Z0-9]+)*)\.([A-Za-z]{2,})$	0.38406	0.06409	7	0.06998	0.10449	0.07254	16	12	7
^[+]447\d{9}$	1.39367	0.01405	5	0.01284	4E-05	0.03581	14	14	14
^[0-9]{2}[-][0-9]{2}[-][0-9]{2}$	0.13361	0.01404	4	0.02125	9E-05	0.03644	9	9	9
^((\d{2}((0[13578]|1[02])(0[1-9]|[12]\d|3[01])|(0[13456789]|1[012])(0[1-9]|[12]\d|30)|02(0[1-9]|1\d|2[0-8])))|([02468][048]|[13579][26])0229)$	3.85384	0.19527	22	0.19682	0.10944	0.17046	27	24	20
^\d{2}\s{1}(Jan|Feb|Mar|Apr|May|Jun|Jul|Apr|Sep|Oct|Nov|Dec)\s{1}\d{4}$	5.93464	0.16477	25	0.11489	0.11623	0.10179	34	27	27
\d{2}.?\d{3}.?\d{3}/?\d{4}-?\d{2}	3.23573	0.09949	6	0.02819	0.65491	0.36133	24	78	37
^((((0?[1-9]|[12]\d|3[01])[\.\-\/](0?[13578]|1[02])[\.\-\/]((1[6-9]|[2-9]\d)?\d{2}))|((0?[1-9]|[12]\d|30)[\.\-\/](0?[13456789]|1[012])[\.\-\/]((1[6-9]|[2-9]\d)?\d{2}))|((0?[1-9]|1\d|2[0-8])[\.\-\/]0?2[\.\-\/]((1[6-9]|[2-9]\d)?\d{2}))|(29[\.\-\/]0?2[\.\-\/]((1[6-9]|[2-9]\d)?(0[48]|[2468][048]|[13579][26])|((16|[2468][048]|[3579][26])00)|00)))|(((0[1-9]|[12]\d|3[01])(0[13578]|1[02])((1[6-9]|[2-9]\d)?\d{2}))|((0[1-9]|[12]\d|30)(0[13456789]|1[012])((1[6-9]|[2-9]\d)?\d{2}))|((0[1-9]|1\d|2[0-8])02((1[6-9]|[2-9]\d)?\d{2}))|(2902((1[6-9]|[2-9]\d)?(0[48]|[2468][048]|[13579][26])|((16|[2468][048]|[3579][26])00)|00))))$	10.20402	0.52272	64	0.81638	0.86222	0.60992	121	94	43
^(([1-9]|[0-2]\d|[3][0-1])\.([1-9]|[0]\d|[1][0-2])\.[2][0]\d{2})$|^(([1-9]|[0-2]\d|[3][0-1])\.([1-9]|[0]\d|[1][0-2])\.[2][0]\d{2}\s([1-9]|[0-1]\d|[2][0-3])\:[0-5]\d)$	4.70772	0.16134	28	0.40144	0.22797	0.2809	31	22	22
^([0-9A-Za-z@.]{1,255})$	0.10413	0.00616	2	0.11164	0.00011	0.96074	256	256	256
^(?:(?:(?:0?[1-9]|1\d|2[0-8])\/(?:0?[1-9]|1[0-2]))\/(?:(?:1[6-9]|[2-9]\d)\d{2}))$|^(?:(?:(?:31\/0?[13578]|1[02])|(?:(?:29|30)\/(?:0?[1,3-9]|1[0-2])))\/(?:(?:1[6-9]|[2-9]\d)\d{2}))$|^(?:29\/0?2\/(?:(?:(?:1[6-9]|[2-9]\d)(?:0[48]|[2468][048]|[13579][26]))))$	5.36271	0.25474	36	0.31287	0.27654	0.20872	49	44	37
^\(?082|083|084|072\)?[\s-]?[\d]{3}[\s-]?[\d]{4}$	3.13436	0.14769	15	0.09147	4.45449	0.62743	32	82	82
^[0-9]{4}\s{0,2}[a-zA-z]{2}$	0.37753	0.02745	4	0.01322	0.04417	0.03709	10	9	9
^([a-zA-Z0-9!@#$%^&amp;*()-_=+;:'&quot;|~`&lt;&gt;?/{}]{1,5})$	0.11271	0.00638	2	0.02652	0.00012	0.06194	6	6	6
^([a-zA-Z.\s']{1,50})$	0.24873	0.00656	2	0.05922	0.00016	0.53047	51	51	51
^07([\d]{3})[(\D\s)]?[\d]{3}[(\D\s)]?[\d]{3}$	1.48146	0.04022	5	0.06243	0.14812	0.12965	16	14	14
(^\d{3}\x2E\d{3}\x2E\d{3}\x2D\d{2}$)	1.50537	0.02139	5	0.04976	0.00015	0.11164	15	15	15
(^((((0[1-9])|([1-2][0-9])|(3[0-1]))|([1-9]))\x2F(((0[1-9])|(1[0-2]))|([1-9]))\x2F(([0-9]{2})|(((19)|([2]([0]{1})))([0-9]{2}))))$)	0.45219	0.0767	13	0.27484	0.18795	0.39406	16	16	15
(([01][\.\- +]\(\d{3}\)[\.\- +]?)|([01][\.\- +]\d{3}[\.\- +])|(\(\d{3}\) ?)|(\d{3}[- \.]))?\d{3}[- \.]\d{4}	4.19056	0.11926	13	0.12042	1.55856	0.45242	35	102	9
(\s*\(?0\d{4}\)?\s*\d{6}\s*)|(\s*\(?0\d{3}\)?\s*\d{3}\s*\d{4}\s*)	2.93531	0.13618	14	0.11281	213.64139	3.56676	42	252	252
^(([A-Za-z0-9]+_+)|([A-Za-z0-9]+\-+)|([A-Za-z0-9]+\.+)|([A-Za-z0-9]+\++))*[A-Za-z0-9]+@((\w+\-+)|(\w+\.))*\w{1,63}\.[a-zA-Z]{2,6}$	24.61668	0.33886	16	0.17955	0.82161	0.62852	95	80	79
^\(?[\d]{3}\)?[\s-]?[\d]{3}[\s-]?[\d]{4}$	1.85653	0.09952	5	0.05898	0.18315	0.14682	19	15	15
((^(10|12|0?[13578])([/])(3[01]|[12][0-9]|0?[1-9])([/])((1[8-9]\d{2})|([2-9]\d{3}))$)|(^(11|0?[469])([/])(30|[12][0-9]|0?[1-9])([/])((1[8-9]\d{2})|([2-9]\d{3}))$)|(^(0?2)([/])(2[0-8]|1[0-9]|0?[1-9])([/])((1[8-9]\d{2})|([2-9]\d{3}))$)|(^(0?2)([/])(29)([/])([2468][048]00)$)|(^(0?2)([/])(29)([/])([3579][26]00)$)|(^(0?2)([/])(29)([/])([1][89][0][48])$)|(^(0?2)([/])(29)([/])([2-9][0-9][0][48])$)|(^(0?2)([/])(29)([/])([1][89][2468][048])$)|(^(0?2)([/])(29)([/])([2-9][0-9][2468][048])$)|(^(0?2)([/])(29)([/])([1][89][13579][26])$)|(^(0?2)([/])(29)([/])([2-9][0-9][13579][26])$))	11.5488	0.48193	88	1.06855	1.29834	0.54434	133	60	31
^\d{0,2}(\.\d{1,4})? *%?$	2.88232	0.17467	5	0.0196	0.10745	0.07521	12	10	9
^\$?(\d{1,3},?(\d{3},?)*\d{3}(\.\d{1,3})?|\d{1,3}(\.\d{2})?)$	2.54377	0.30613	9	0.07882	0.13507	0.08795	28	18	16
^\d{3,3}\.\d{0,2}$|^E\d{3,3}\.\d{0,2}$	1.35893	0.01649	3	0.02847	8E-05	0.05244	14	14	8
^((0[1-9])|(1[0-2]))\/(\d{2})$	1.46322	0.02342	5	0.02225	5E-05	0.02333	7	7	7
^([A-PR-UWYZ0-9][A-HK-Y0-9][AEHMNPRTVXY0-9]?[ABEHMNPRVWXY0-9]? {1,2}[0-9][ABD-HJLN-UW-Z]{2}|GIR 0AA)$	0.90002	0.12933	13	0.0825	0.08498	0.11598	19	17	16
^([2][0]\d{2}\/([0]\d|[1][0-2])\/([0-2]\d|[3][0-1]))$|^([2][0]\d{2}\/([0]\d|[1][0-2])\/([0-2]\d|[3][0-1])\s([0-1]\d|[2][0-3])\:[0-5]\d\:[0-5]\d)$	4.58418	0.13523	29	0.15999	0.0758	0.07664	34	23	23
^([0]?[1-9]|[1|2][0-9]|[3][0|1])[./-]([0]?[1-9]|[1][0-2])[./-]([0-9]{4}|[0-9]{2})$	0.3934	0.07696	12	0.06788	0.0835	0.0676	17	15	15
^([0-1]([\s-./\\])?)?(\(?[2-9]\d{2}\)?|[2-9]\d{3})([\s-./\\])?([0-9]{3}([\s-./\\])?[0-9]{4}|[a-zA-Z0-9]{7}|([0-9]{3}[-][a-zA-Z0-9]{4}))	2.876	0.268	14	0.12033	0.385	0.24435	41	54	30
^([0-1]([\s-./\\])?)?(\(?[2-9]\d{2}\)?|[2-9]\d{3})([\s-./\\])?(\d{3}([\s-./\\])?\d{4}|[a-zA-Z0-9]{7})$	2.53478	0.19928	11	0.12985	0.32892	0.27562	32	57	57
^([1][12]|[0]?[1-9])[\/-]([3][01]|[12]\d|[0]?[1-9])[\/-](\d{4}|\d{2})$	2.00009	0.07557	12	0.12123	0.08238	0.06764	17	14	14
^(([0]?[1-9]|[1][0-2])[\/|\-|\.]([0-2]\d|[3][0-1]|[1-9])[\/|\-|\.]([2][0])?\d{2}\s+((([0][0-9]|[1][0-2]|[0-9])[\:|\-|\.]([0-5]\d)\s*([aApP][mM])?)|(([0-1][0-9]|[2][0-3]|[0-9])[\:|\-|\.]([0-5]\d))))$	5.06345	0.19893	25	0.16208	0.18379	0.15201	32	29	27
\({1}[0-9]{3}\){1}\-{1}[0-9]{3}\-{1}[0-9]{4}	0.2695	0.01654	6	0.05608	0.1262	0.09339	15	28	15
^[A-Z]{1,2}[1-9][0-9]?[A-Z]? [0-9][A-Z]{2,}|GIR 0AA$	0.48689	0.05923	15	0.06688	0.71347	0.113	23	22	22
^[A-Z]{2}[0-9]{6}[A-DFM]{1}$	0.17263	0.02561	4	0.01364	9E-05	0.02782	10	10	10
(((0[1-9]|[12][0-9]|3[01])([-./])(0[13578]|10|12)([-./])(\d{4}))|(([0][1-9]|[12][0-9]|30)([-./])(0[469]|11)([-./])(\d{4}))|((0[1-9]|1[0-9]|2[0-8])([-./])(02)([-./])(\d{4}))|((29)(\.|-|\/)(02)([-./])([02468][048]00))|((29)([-./])(02)([-./])([13579][26]00))|((29)([-./])(02)([-./])([0-9][0-9][0][48]))|((29)([-./])(02)([-./])([0-9][0-9][2468][048]))|((29)([-./])(02)([-./])([0-9][0-9][13579][26])))	10.22564	0.34698	68	0.44543	21.82535	0.98993	107	107	107
^((0[1-9])|(1[0-2]))\/(\d{4})$	2.20817	0.03479	5	0.0315	5E-05	0.03552	9	9	9
^0(5[012345678]|6[47]){1}(\-)?[^0\D]{1}\d{5}$	2.07583	0.0447	7	0.0352	0.0508	0.0406	13	12	12
^0[23489]{1}(\-)?[^0\D]{1}\d{6}$	1.34408	0.01898	5	0.02137	0.04731	0.03667	12	11	11
^([a-zA-Z0-9@*#]{8,15})$	0.10935	0.00599	2	0.01259	7E-05	0.07225	16	16	16
^([1-9]{2}|[0-9][1-9]|[1-9][0-9])[0-9]{3}$	0.13482	0.01863	5	0.02906	0.02179	0.02509	8	7	7
^[1-9]{1}[0-9]{3} ?[A-Z]{2}$	0.1812	0.01679	3	0.01417	0.03348	0.02696	9	8	8
^(V-|I-)?[0-9]{4}$	0.15488	0.01441	3	0.02214	0.03692	0.03093	9	8	7
^(F-)?((2[A|B])|[0-9]{2})[0-9]{3}$	0.2318	0.03152	6	0.03007	0.04629	0.03757	10	9	9
^[A-Z]{1}( |-)?[1-9]{1}[0-9]{3}$	0.17201	0.01225	4	0.01926	0.03424	0.03048	8	7	7
^[1-9]{1}[0-9]{3}$	0.10926	0.0068	2	0.00783	4E-05	0.01549	5	5	5
^([A-Z]{1,2}[0-9]{1,2}|[A-Z]{3}|[A-Z]{1,2}[0-9][A-Z])( |-)[0-9][A-Z]{2}	0.2212	0.03699	10	0.04922	0.0976	0.05283	19	11	9
^\$?([1-9]{1}[0-9]{0,2}(\,[0-9]{3})*(\.[0-9]{0,2})?|[1-9]{1}[0-9]{0,}(\.[0-9]{0,2})?|0(\.[0-9]{0,2})?|(\.[0-9]{1,2})?)$	0.34206	0.08973	8	0.0807	0.12872	0.13578	26	26	15
^\$?(\d{1,3}(\,\d{3})*|(\d+))(\.\d{0,2})?$	1.51025	0.04928	6	0.03488	0.07567	0.07149	15	13	13
^(\d{1,2}|1\d\d|2[0-4]\d|25[0-5])\.(\d{1,2}|1\d\d|2[0-4]\d|25[0-5])\.(\d{1,2}|1\d\d|2[0-4]\d|25[0-5])\.(\d{1,2}|1\d\d|2[0-4]\d|25[0-5])$	5.73118	0.2181	32	0.15078	0.30461	0.23287	51	44	24
([0-9]{4})-([0-9]{1,2})-([0-9]{1,2})	0.21484	0.01342	4	0.02245	0.14065	0.06341	14	21	10
^[\w-]+(?:\.[\w-]+)*@(?:[\w-]+\.)+[a-zA-Z]{2,7}$	15.06048	0.0514	7	0.04672	0.09792	0.07507	20	15	12
(^\d{5}-\d{3}|^\d{2}.\d{3}-\d{3}|\d{8})	2.64804	0.03535	7	0.06127	0.80236	0.08441	32	20	20
^(\d{5}-\d{4}|\d{5})$	1.25383	0.01894	4	0.02557	0.02638	0.04471	15	11	11
^([1-zA-Z0-1@.\s]{1,255})$	0.24639	0.00669	2	0.0736	8E-05	0.93503	256	256	256
@{2}((\S)+)@{2}	0.31981	0.01867	4	0.01551	0.07981	0.05097	8	14	6
^.+@[^\.].*\.[a-z]{2,}$	0.14572	0.01898	5	0.01749	0.15531	0.08695	9	12	12
(^([0-9]|[0-1][0-9]|[2][0-3]):([0-5][0-9])(\s{0,1})(AM|PM|am|pm|aM|Am|pM|Pm{2,2})$)|(^([0-9]|[1][0-9]|[2][0-3])(\s{0,1})(AM|PM|am|pm|aM|Am|pM|Pm{2,2})$)	2.32554	0.17735	13	0.18468	0.26369	0.17054	33	22	14
^([a-zA-Z0-9_\-\.]+)@([a-zA-Z0-9_\-\.]+)\.([a-zA-Z]{2,5})$	0.27281	0.02503	5	0.02994	0.06727	0.09419	12	10	10
^((((31\/(0?[13578]|1[02]))|((29|30)\/(0?[1,3-9]|1[0-2])))\/(1[6-9]|[2-9]\d)?\d{2})|(29\/0?2\/(((1[6-9]|[2-9]\d)?(0[48]|[2468][048]|[13579][26])|((16|[2468][048]|[3579][26])00))))|(0?[1-9]|1\d|2[0-8])\/((0?[1-9])|(1[0-2]))\/((1[6-9]|[2-9]\d)?\d{2})) (20|21|22|23|[0-1]?\d):[0-5]?\d:[0-5]?\d$	7.95926	0.63668	54	0.40554	0.4679	0.31793	73	54	46
(\d{1,3},(\d{3},)*\d{3}(\.\d{1,3})?|\d{1,3}(\.\d{3})?)$	3.52365	0.06883	8	0.10633	0.44589	0.00761	29	2	2
^([1-9]|[1-9]\d|1\d{2}|2[0-4]\d|25[0-5])$	1.81929	0.04468	7	0.03901	0.0306	0.03915	9	8	6
^([a-zA-Z0-9][-a-zA-Z0-9]*[a-zA-Z0-9]\.)+([a-zA-Z0-9]{3,5})$	0.20642	0.0189	5	0.03388	0.07108	0.05437	14	11	9
^(([0-2]\d|[3][0-1])\/([0]\d|[1][0-2])\/[2][0]\d{2})$|^(([0-2]\d|[3][0-1])\/([0]\d|[1][0-2])\/[2][0]\d{2}\s([0-1]\d|[2][0-3])\:[0-5]\d\:[0-5]\d)$	4.37081	0.13054	31	0.13908	0.10729	0.07033	34	23	23
^100$|^[0-9]{1,2}$|^[0-9]{1,2}\,[0-9]{1,3}$	0.21902	0.03897	7	0.0339	0.0557	0.05261	13	10	9
^(http|https|ftp)\://[a-zA-Z0-9\-\.]+\.[a-zA-Z]{2,3}(:[a-zA-Z0-9]*)?/?([a-zA-Z0-9\-\._\?\,\'/\\\+&amp;%\$#\=~])*[^\.\,\)\(\s]$	1.93634	0.17756	17	0.11138	0.37428	0.20905	27	26	23
^\d{0,2}(\.\d{1,2})?$	1.19569	0.01413	3	0.00999	0.02953	0.0294	7	6	6
[^A-Za-z0-9_@\.]|@{2,}|\.{5,}	0.2274	0.01114	5	0.04107	0.35378	0.035	16	7	7
^([A-HJ-TP-Z]{1}\d{4}[A-Z]{3}|[a-z]{1}\d{4}[a-hj-tp-z]{3})$	1.91905	0.04193	5	0.10268	6E-05	0.04686	16	16	16
^(http|https|ftp)\://[a-zA-Z0-9\-\.]+\.[a-zA-Z]{2,3}(:[a-zA-Z0-9]*)?/?([a-zA-Z0-9\-\._\?\,\'/\\\+&amp;%\$#\=~])*$	1.11676	0.13142	16	0.09677	0.22646	0.16906	25	24	20
(^0[78][2347][0-9]{7})	0.1497	0.01244	5	0.01688	7E-05	0.03055	11	11	11
